"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
251;"a1956";"2019-10-24 11:50:50";"Burn In Station";"30N004000064";"Started Burn In Process";0;0
252;"a1956";"2019-10-24 11:50:50";"Burn In Station";"30N004000139";"Started Burn In Process";0;0
253;"a1956";"2019-10-24 11:50:50";"Burn In Station";"30N004000200";"Started Burn In Process";0;0
254;"a1956";"2019-10-24 11:50:50";"Burn In Station";"30N004000039";"Started Burn In Process";0;0
255;"a1956";"2019-10-25 13:01:20";"Result Station";"30N004000126";"Marked Fail: No LEDs On / No Power";0;0
256;"a1956";"2019-10-25 13:03:47";"Result Station";"30N004000211";"Marked Fail: LEDs issue , Green LED flash slowly";0;0
257;"a1956";"2019-10-25 13:12:06";"Result Station";"30N004000189";"Marked Passed!";0;0
258;"a1956";"2019-10-25 13:12:13";"Result Station";"30N004000128";"Marked Passed!";0;0
259;"a1956";"2019-10-25 13:12:15";"Result Station";"30N004000198";"Marked Passed!";0;0
260;"a1956";"2019-10-25 13:12:16";"Result Station";"30N004000395";"Marked Passed!";0;0
261;"a1956";"2019-10-25 13:12:18";"Result Station";"30N004000338";"Marked Passed!";0;0
262;"a1956";"2019-10-25 13:12:19";"Result Station";"30N004000101";"Marked Passed!";0;0
263;"a1956";"2019-10-25 13:12:21";"Result Station";"30N004000374";"Marked Passed!";0;0
264;"a1956";"2019-10-25 13:12:25";"Result Station";"30N004000093";"Marked Passed!";0;0
265;"a1956";"2019-10-25 13:12:26";"Result Station";"30N004000225";"Marked Passed!";0;0
266;"a1956";"2019-10-25 13:12:29";"Result Station";"30N004000143";"Marked Passed!";0;0
267;"a1956";"2019-10-25 13:12:35";"Result Station";"30N004000116";"Marked Passed!";0;0
268;"a1956";"2019-10-25 13:12:37";"Result Station";"30N004000319";"Marked Passed!";0;0
269;"a1956";"2019-10-25 13:12:38";"Result Station";"30N004000013";"Marked Passed!";0;0
270;"a1956";"2019-10-25 13:12:40";"Result Station";"30N004000110";"Marked Passed!";0;0
271;"a1956";"2019-10-25 13:12:41";"Result Station";"30N004000325";"Marked Passed!";0;0
272;"a1956";"2019-10-25 13:12:42";"Result Station";"30N004000314";"Marked Passed!";0;0
273;"a1956";"2019-10-25 13:12:44";"Result Station";"30N004000373";"Marked Passed!";0;0
274;"a1956";"2019-10-25 13:12:45";"Result Station";"30N004000020";"Marked Passed!";0;0
275;"a1956";"2019-10-25 13:12:46";"Result Station";"30N004000194";"Marked Passed!";0;0
276;"a1956";"2019-10-25 13:12:48";"Result Station";"30N004000402";"Marked Passed!";0;0
277;"a1956";"2019-10-25 13:12:50";"Result Station";"30N004000091";"Marked Passed!";0;0
278;"a1956";"2019-10-25 13:12:52";"Result Station";"30N004000206";"Marked Passed!";0;0
279;"a1956";"2019-10-25 13:12:53";"Result Station";"30N004000306";"Marked Passed!";0;0
280;"a1956";"2019-10-25 13:12:54";"Result Station";"30N004000058";"Marked Passed!";0;0
281;"a1956";"2019-10-25 13:13:03";"Result Station";"30N004000392";"Marked Passed!";0;0
282;"a1956";"2019-10-25 13:13:04";"Result Station";"30N004000118";"Marked Passed!";0;0
283;"a1956";"2019-10-25 13:13:06";"Result Station";"30N004000078";"Marked Passed!";0;0
284;"a1956";"2019-10-25 13:13:07";"Result Station";"30N004000239";"Marked Passed!";0;0
285;"a1956";"2019-10-25 13:13:08";"Result Station";"30N004000313";"Marked Passed!";0;0
286;"a1956";"2019-10-25 13:13:17";"Result Station";"30N004000236";"Marked Passed!";0;0
287;"a1956";"2019-10-25 13:13:19";"Result Station";"30N004000346";"Marked Passed!";0;0
288;"a1956";"2019-10-25 13:13:20";"Result Station";"30N004000072";"Marked Passed!";0;0
289;"a1956";"2019-10-25 13:13:26";"Result Station";"30N004000081";"Marked Passed!";0;0
290;"a1956";"2019-10-25 13:13:27";"Result Station";"30N004000240";"Marked Passed!";0;0
291;"a1956";"2019-10-25 13:13:28";"Result Station";"30N004000140";"Marked Passed!";0;0
292;"a1956";"2019-10-25 13:13:29";"Result Station";"30N004000199";"Marked Passed!";0;0
293;"a1956";"2019-10-25 13:13:30";"Result Station";"30N004000083";"Marked Passed!";0;0
294;"a1956";"2019-10-25 13:13:31";"Result Station";"30N004000000";"Marked Passed!";0;0
295;"a1956";"2019-10-25 13:13:35";"Result Station";"30N004000230";"Marked Passed!";0;0
296;"a1956";"2019-10-25 13:13:35";"Result Station";"30N004000064";"Marked Passed!";0;0
297;"a1956";"2019-10-25 13:13:36";"Result Station";"30N004000139";"Marked Passed!";0;0
298;"a1956";"2019-10-25 13:13:37";"Result Station";"30N004000200";"Marked Passed!";0;0
299;"a1956";"2019-10-25 13:13:38";"Result Station";"30N004000039";"Marked Passed!";0;0
300;"a1956";"2019-10-25 13:13:39";"Result Station";"30N004000141";"Marked Passed!";0;0
301;"a1956";"2019-10-25 13:13:40";"Result Station";"30N004000334";"Marked Passed!";0;0
302;"a1956";"2019-10-25 13:13:41";"Result Station";"30N004000188";"Marked Passed!";0;0
303;"a1956";"2019-10-25 13:13:42";"Result Station";"30N004000213";"Marked Passed!";0;0
304;"a1956";"2019-10-25 13:13:43";"Result Station";"30N004000367";"Marked Passed!";0;0
305;"a1956";"2019-10-28 10:44:55";"Receiving Station";"30N004000125";"Received Controller Serial Number : 30N004000125";0;0
306;"a1956";"2019-10-28 10:44:57";"Receiving Station";"30N004000378";"Received Controller Serial Number : 30N004000378";0;0
307;"a1956";"2019-10-28 10:44:58";"Receiving Station";"30N004000210";"Received Controller Serial Number : 30N004000210";0;0
308;"a1956";"2019-10-28 10:45:00";"Receiving Station";"30N004000399";"Received Controller Serial Number : 30N004000399";0;0
309;"a1956";"2019-10-28 10:45:01";"Receiving Station";"30N004000376";"Received Controller Serial Number : 30N004000376";0;0
310;"a1956";"2019-10-28 10:45:03";"Receiving Station";"30N004000228";"Received Controller Serial Number : 30N004000228";0;0
311;"a1956";"2019-10-28 10:45:04";"Receiving Station";"30N004000022";"Received Controller Serial Number : 30N004000022";0;0
312;"a1956";"2019-10-28 10:45:06";"Receiving Station";"30N004000007";"Received Controller Serial Number : 30N004000007";0;0
313;"a1956";"2019-10-28 10:45:07";"Receiving Station";"30N004000003";"Received Controller Serial Number : 30N004000003";0;0
314;"a1956";"2019-10-28 10:45:08";"Receiving Station";"30N004000084";"Received Controller Serial Number : 30N004000084";0;0
315;"a1956";"2019-10-28 10:45:15";"Receiving Station";"30N004000106";"Received Controller Serial Number : 30N004000106";0;0
316;"a1956";"2019-10-28 10:45:16";"Receiving Station";"30N004000068";"Received Controller Serial Number : 30N004000068";0;0
317;"a1956";"2019-10-28 10:45:17";"Receiving Station";"30N004000066";"Received Controller Serial Number : 30N004000066";0;0
318;"a1956";"2019-10-28 10:45:18";"Receiving Station";"30N004000105";"Received Controller Serial Number : 30N004000105";0;0
319;"a1956";"2019-10-28 10:45:20";"Receiving Station";"30N004000283";"Received Controller Serial Number : 30N004000283";0;0
320;"a1956";"2019-10-28 10:45:21";"Receiving Station";"30N004000317";"Received Controller Serial Number : 30N004000317";0;0
321;"a1956";"2019-10-28 10:45:22";"Receiving Station";"30N004000152";"Received Controller Serial Number : 30N004000152";0;0
322;"a1956";"2019-10-28 10:45:23";"Receiving Station";"30N004000103";"Received Controller Serial Number : 30N004000103";0;0
323;"a1956";"2019-10-28 10:45:24";"Receiving Station";"30N004000142";"Received Controller Serial Number : 30N004000142";0;0
324;"a1956";"2019-10-28 10:45:26";"Receiving Station";"30N004000333";"Received Controller Serial Number : 30N004000333";0;0
325;"a1956";"2019-10-28 10:45:30";"Receiving Station";"30N004000191";"Received Controller Serial Number : 30N004000191";0;0
326;"a1956";"2019-10-28 10:45:31";"Receiving Station";"30N004000121";"Received Controller Serial Number : 30N004000121";0;0
327;"a1956";"2019-10-28 10:45:32";"Receiving Station";"30N004000019";"Received Controller Serial Number : 30N004000019";0;0
328;"a1956";"2019-10-28 10:45:34";"Receiving Station";"30N004000377";"Received Controller Serial Number : 30N004000377";0;0
329;"a1956";"2019-10-28 10:45:35";"Receiving Station";"30N004000385";"Received Controller Serial Number : 30N004000385";0;0
330;"a1956";"2019-10-28 10:45:37";"Receiving Station";"30N004000369";"Received Controller Serial Number : 30N004000369";0;0
331;"a1956";"2019-10-28 10:45:38";"Receiving Station";"30N004000375";"Received Controller Serial Number : 30N004000375";0;0
332;"a1956";"2019-10-28 10:45:39";"Receiving Station";"30N004000002";"Received Controller Serial Number : 30N004000002";0;0
333;"a1956";"2019-10-28 10:45:40";"Receiving Station";"30N004000372";"Received Controller Serial Number : 30N004000372";0;0
334;"a1956";"2019-10-28 10:45:41";"Receiving Station";"30N004000190";"Received Controller Serial Number : 30N004000190";0;0
335;"a1956";"2019-10-28 10:45:46";"Receiving Station";"30N004000136";"Received Controller Serial Number : 30N004000136";0;0
336;"a1956";"2019-10-28 10:45:47";"Receiving Station";"30N004000133";"Received Controller Serial Number : 30N004000133";0;0
337;"a1956";"2019-10-28 10:45:48";"Receiving Station";"30N004000307";"Received Controller Serial Number : 30N004000307";0;0
338;"a1956";"2019-10-28 10:45:49";"Receiving Station";"30N004000226";"Received Controller Serial Number : 30N004000226";0;0
339;"a1956";"2019-10-28 10:45:50";"Receiving Station";"30N004000391";"Received Controller Serial Number : 30N004000391";0;0
340;"a1956";"2019-10-28 10:45:52";"Receiving Station";"30N004000401";"Received Controller Serial Number : 30N004000401";0;0
341;"a1956";"2019-10-28 10:45:53";"Receiving Station";"30N004000234";"Received Controller Serial Number : 30N004000234";0;0
342;"a1956";"2019-10-28 10:45:55";"Receiving Station";"30N004000323";"Received Controller Serial Number : 30N004000323";0;0
343;"a1956";"2019-10-28 10:45:56";"Receiving Station";"30N004000227";"Received Controller Serial Number : 30N004000227";0;0
344;"a1956";"2019-10-28 10:45:57";"Receiving Station";"30N004000229";"Received Controller Serial Number : 30N004000229";0;0
345;"a1956";"2019-10-28 10:46:03";"Receiving Station";"30N004000067";"Received Controller Serial Number : 30N004000067";0;0
346;"a1956";"2019-10-28 10:46:04";"Receiving Station";"30N004000080";"Received Controller Serial Number : 30N004000080";0;0
347;"a1956";"2019-10-28 10:46:05";"Receiving Station";"30N004000238";"Received Controller Serial Number : 30N004000238";0;0
348;"a1956";"2019-10-28 10:46:06";"Receiving Station";"30N004000031";"Received Controller Serial Number : 30N004000031";0;0
349;"a1956";"2019-10-28 10:46:07";"Receiving Station";"30N004000109";"Received Controller Serial Number : 30N004000109";0;0
350;"a1956";"2019-10-28 10:46:09";"Receiving Station";"30N004000335";"Received Controller Serial Number : 30N004000335";0;0
351;"a1956";"2019-10-28 10:46:10";"Receiving Station";"30N004000162";"Received Controller Serial Number : 30N004000162";0;0
352;"a1956";"2019-10-28 10:46:11";"Receiving Station";"30N004000195";"Received Controller Serial Number : 30N004000195";0;0
353;"a1956";"2019-10-28 10:46:12";"Receiving Station";"30N004000343";"Received Controller Serial Number : 30N004000343";0;0
354;"a1956";"2019-10-28 10:46:14";"Receiving Station";"30N004000330";"Received Controller Serial Number : 30N004000330";0;0
355;"a1956";"2019-10-28 10:46:21";"Assembly Station";"30N004000136";"Assembler Controller Serial Number : 30N004000136";0;0
356;"a1956";"2019-10-28 10:46:26";"Assembly Station";"30N004000133";"Assembler Controller Serial Number : 30N004000133";0;0
357;"a1956";"2019-10-28 10:46:26";"Assembly Station";"30N004000307";"Assembler Controller Serial Number : 30N004000307";0;0
358;"a1956";"2019-10-28 10:46:27";"Assembly Station";"30N004000226";"Assembler Controller Serial Number : 30N004000226";0;0
359;"a1956";"2019-10-28 10:46:28";"Assembly Station";"30N004000391";"Assembler Controller Serial Number : 30N004000391";0;0
360;"a1956";"2019-10-28 10:46:29";"Assembly Station";"30N004000401";"Assembler Controller Serial Number : 30N004000401";0;0
361;"a1956";"2019-10-28 10:46:30";"Assembly Station";"30N004000234";"Assembler Controller Serial Number : 30N004000234";0;0
362;"a1956";"2019-10-28 10:46:30";"Assembly Station";"30N004000323";"Assembler Controller Serial Number : 30N004000323";0;0
363;"a1956";"2019-10-28 10:46:31";"Assembly Station";"30N004000227";"Assembler Controller Serial Number : 30N004000227";0;0
364;"a1956";"2019-10-28 10:46:32";"Assembly Station";"30N004000229";"Assembler Controller Serial Number : 30N004000229";0;0
365;"a1956";"2019-10-28 10:46:36";"Assembly Station";"30N004000067";"Assembler Controller Serial Number : 30N004000067";0;0
366;"a1956";"2019-10-28 10:46:36";"Assembly Station";"30N004000080";"Assembler Controller Serial Number : 30N004000080";0;0
367;"a1956";"2019-10-28 10:46:37";"Assembly Station";"30N004000238";"Assembler Controller Serial Number : 30N004000238";0;0
368;"a1956";"2019-10-28 10:46:37";"Assembly Station";"30N004000031";"Assembler Controller Serial Number : 30N004000031";0;0
369;"a1956";"2019-10-28 10:46:38";"Assembly Station";"30N004000109";"Assembler Controller Serial Number : 30N004000109";0;0
370;"a1956";"2019-10-28 10:46:41";"Assembly Station";"30N004000335";"Assembler Controller Serial Number : 30N004000335";0;0
371;"a1956";"2019-10-28 10:46:41";"Assembly Station";"30N004000162";"Assembler Controller Serial Number : 30N004000162";0;0
372;"a1956";"2019-10-28 10:46:42";"Assembly Station";"30N004000195";"Assembler Controller Serial Number : 30N004000195";0;0
373;"a1956";"2019-10-28 10:46:42";"Assembly Station";"30N004000343";"Assembler Controller Serial Number : 30N004000343";0;0
374;"a1956";"2019-10-28 10:46:44";"Assembly Station";"30N004000330";"Assembler Controller Serial Number : 30N004000330";0;0
375;"a1956";"2019-10-28 10:46:52";"Assembly Station";"30N004000125";"Assembler Controller Serial Number : 30N004000125";0;0
376;"a1956";"2019-10-28 10:46:53";"Assembly Station";"30N004000378";"Assembler Controller Serial Number : 30N004000378";0;0
377;"a1956";"2019-10-28 10:46:53";"Assembly Station";"30N004000210";"Assembler Controller Serial Number : 30N004000210";0;0
378;"a1956";"2019-10-28 10:46:54";"Assembly Station";"30N004000399";"Assembler Controller Serial Number : 30N004000399";0;0
379;"a1956";"2019-10-28 10:46:54";"Assembly Station";"30N004000376";"Assembler Controller Serial Number : 30N004000376";0;0
380;"a1956";"2019-10-28 10:46:55";"Assembly Station";"30N004000228";"Assembler Controller Serial Number : 30N004000228";0;0
381;"a1956";"2019-10-28 10:46:56";"Assembly Station";"30N004000022";"Assembler Controller Serial Number : 30N004000022";0;0
382;"a1956";"2019-10-28 10:46:57";"Assembly Station";"30N004000007";"Assembler Controller Serial Number : 30N004000007";0;0
383;"a1956";"2019-10-28 10:46:58";"Assembly Station";"30N004000003";"Assembler Controller Serial Number : 30N004000003";0;0
384;"a1956";"2019-10-28 10:46:59";"Assembly Station";"30N004000084";"Assembler Controller Serial Number : 30N004000084";0;0
385;"a1956";"2019-10-28 10:47:07";"Assembly Station";"30N004000106";"Assembler Controller Serial Number : 30N004000106";0;0
386;"a1956";"2019-10-28 10:47:07";"Assembly Station";"30N004000068";"Assembler Controller Serial Number : 30N004000068";0;0
387;"a1956";"2019-10-28 10:47:08";"Assembly Station";"30N004000066";"Assembler Controller Serial Number : 30N004000066";0;0
388;"a1956";"2019-10-28 10:47:09";"Assembly Station";"30N004000105";"Assembler Controller Serial Number : 30N004000105";0;0
389;"a1956";"2019-10-28 10:47:10";"Assembly Station";"30N004000283";"Assembler Controller Serial Number : 30N004000283";0;0
390;"a1956";"2019-10-28 10:47:10";"Assembly Station";"30N004000317";"Assembler Controller Serial Number : 30N004000317";0;0
391;"a1956";"2019-10-28 10:47:11";"Assembly Station";"30N004000152";"Assembler Controller Serial Number : 30N004000152";0;0
392;"a1956";"2019-10-28 10:47:12";"Assembly Station";"30N004000103";"Assembler Controller Serial Number : 30N004000103";0;0
393;"a1956";"2019-10-28 10:47:13";"Assembly Station";"30N004000142";"Assembler Controller Serial Number : 30N004000142";0;0
394;"a1956";"2019-10-28 10:47:14";"Assembly Station";"30N004000333";"Assembler Controller Serial Number : 30N004000333";0;0
395;"a1956";"2019-10-28 10:47:16";"Assembly Station";"30N004000191";"Assembler Controller Serial Number : 30N004000191";0;0
396;"a1956";"2019-10-28 10:47:17";"Assembly Station";"30N004000121";"Assembler Controller Serial Number : 30N004000121";0;0
397;"a1956";"2019-10-28 10:47:18";"Assembly Station";"30N004000019";"Assembler Controller Serial Number : 30N004000019";0;0
398;"a1956";"2019-10-28 10:47:18";"Assembly Station";"30N004000377";"Assembler Controller Serial Number : 30N004000377";0;0
399;"a1956";"2019-10-28 10:47:19";"Assembly Station";"30N004000385";"Assembler Controller Serial Number : 30N004000385";0;0
400;"a1956";"2019-10-28 10:47:20";"Assembly Station";"30N004000369";"Assembler Controller Serial Number : 30N004000369";0;0
401;"a1956";"2019-10-28 10:47:20";"Assembly Station";"30N004000375";"Assembler Controller Serial Number : 30N004000375";0;0
